Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,04:29:56.655,04:10:41.00,20.3,100,57,0:13:18  ,0:12:20  ,0:08:58  ,100.34375,256.0,--,96.0,127.0,20.92,1081
Summary,04:29:56.655,04:10:41.00,20.3,100,57,0:13:18  ,0:12:20  ,0:08:58  ,100.34375,256.0,--,96.0,127.0,20.92,1081
