Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,07:19:01.482,05:44:00.00,30.01,593,767,0:14:37  ,0:11:27  ,0:07:26  ,91.640625,256.0,--,94.0,135.0,22.54,1768
Summary,07:19:01.482,05:44:00.00,30.01,593,767,0:14:37  ,0:11:27  ,0:07:26  ,91.640625,256.0,--,94.0,135.0,22.54,1768
