Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:42:12.636,00:35:46.00,3,24,17,0:14:03  ,0:11:54  ,0:10:30  ,92.546875,134.0,--,101.0,113.0,30.56,204
Summary,00:42:12.636,00:35:46.00,3,24,17,0:14:03  ,0:11:54  ,0:10:30  ,92.546875,134.0,--,101.0,113.0,30.56,204
