Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,07:12:32.521,06:06:44.00,31.05,118,225,0:13:56  ,0:11:48  ,0:06:35  ,82.015625,256.0,--,91.0,129.0,23.51,1497
Summary,07:12:32.521,06:06:44.00,31.05,118,225,0:13:56  ,0:11:48  ,0:06:35  ,82.015625,256.0,--,91.0,129.0,23.51,1497
