Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,06:02:59.615,03:11:31.00,16.12,95,76,0:22:31  ,0:11:52  ,0:02:52  ,59.6875,256.0,--,92.0,120.0,27.5,1206
Summary,06:02:59.615,03:11:31.00,16.12,95,76,0:22:31  ,0:11:52  ,0:02:52  ,59.6875,256.0,--,92.0,120.0,27.5,1206
