Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,11:22:38.469,09:08:36.00,50.11,949,1160,0:13:37  ,0:10:56  ,0:04:38  ,95.5625,256.0,--,103.0,150.0,22.22,2904
Summary,11:22:38.469,09:08:36.00,50.11,949,1160,0:13:37  ,0:10:56  ,0:04:38  ,95.5625,256.0,--,103.0,150.0,22.22,2904
