Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,07:28:21.342,06:24:52.00,33.77,218,253,0:13:16  ,0:11:23  ,0:04:36  ,98.71875,256.0,--,102.0,128.0,24.1,1851
Summary,07:28:21.342,06:24:52.00,33.77,218,253,0:13:16  ,0:11:23  ,0:04:36  ,98.71875,256.0,--,102.0,128.0,24.1,1851
