Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,06:47:05.471,05:46:33.00,30.63,450,322,0:13:17  ,0:11:18  ,0:09:15  ,95.796875,226.0,--,105.0,135.0,26.54,1832
Summary,06:47:05.471,05:46:33.00,30.63,450,322,0:13:17  ,0:11:18  ,0:09:15  ,95.796875,226.0,--,105.0,135.0,26.54,1832
