Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,10:14:13.438,08:16:02.00,44.1,1023,939,0:13:55  ,0:11:14  ,0:03:07  ,93.5625,205.0,--,109.0,155.0,25.74,2946
Summary,10:14:13.438,08:16:02.00,44.1,1023,939,0:13:55  ,0:11:14  ,0:03:07  ,93.5625,205.0,--,109.0,155.0,25.74,2946
