Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,06:49:52.717,05:36:54.00,28,397,297,0:14:38  ,0:12:02  ,0:06:18  ,88.015625,256.0,--,101.0,140.0,21.23,1681
Summary,06:49:52.717,05:36:54.00,28,397,297,0:14:38  ,0:12:02  ,0:06:18  ,88.015625,256.0,--,101.0,140.0,21.23,1681
