Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,09:04:44.881,07:30:59.00,39.12,486,142,0:13:55  ,0:11:31  ,0:03:44  ,90.0625,165.0,--,115.0,169.0,25.44,2881
Summary,09:04:44.881,07:30:59.00,39.12,486,142,0:13:55  ,0:11:31  ,0:03:44  ,90.0625,165.0,--,115.0,169.0,25.44,2881
