Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,04:34:43.713,04:11:18.00,20.83,353,203,0:13:11  ,0:12:03  ,0:08:50  ,98.171875,163.0,--,103.0,130.0,17.71,1208
Summary,04:34:43.713,04:11:18.00,20.83,353,203,0:13:11  ,0:12:03  ,0:08:50  ,98.171875,163.0,--,103.0,130.0,17.71,1208
